House_ID,House_Type,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Season,Month,Day_of_Week,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh
H00921,Apartment,541,2,1,1,0,0,1,0.0,7.3,24,1.83,5.86,4.86,1,1.92,0.4,0.65,0,0,0,20.3,70.0,Autumn,9,Thursday,0,0,1,24.01,6.74
H00922,Independent House,1035,2,2,2,0,0,0,0.0,3.87,24,4.82,2.33,7.32,0,1.32,0.44,1.06,1,1,0,12.5,49.1,Winter,11,Tuesday,0,0,1,23.06,10.13
H00923,Independent House,930,2,5,3,2,0,0,0.0,3.86,24,3.94,7.23,8.95,0,1.65,0.21,0.78,0,0,0,13.4,65.5,Winter,11,Monday,0,0,1,22.07,7.39
H00924,Villa,2518,8,2,2,0,0,0,0.34,4.79,24,4.58,0.0,8.23,0,1.41,0.41,0.19,0,0,0,13.2,61.0,Winter,1,Friday,0,0,1,24.84,9.1
H00925,Apartment,943,3,3,2,0,1,1,0.68,7.27,24,6.39,4.03,8.1,1,1.98,0.41,1.12,1,1,0,17.1,43.9,Winter,12,Sunday,1,0,1,23.27,13.01
H00926,Apartment,815,2,3,1,2,0,0,1.07,5.0,24,3.9,1.4,4.71,0,2.07,0.29,1.2,0,0,1,12.5,40.0,Winter,12,Friday,0,0,0,24.0,8.87
H00927,Apartment,976,3,3,1,2,0,0,7.64,12.07,24,2.57,2.68,9.27,1,1.76,0.27,0.53,0,0,1,41.8,37.9,Summer,5,Friday,0,0,1,25.87,20.95
H00928,Independent House,1710,4,4,2,2,0,0,0.0,5.89,24,4.83,4.55,8.89,0,1.25,0.36,0.72,0,0,1,16.4,58.1,Winter,1,Tuesday,0,0,0,18.83,8.07
H00929,Independent House,1464,4,6,3,2,1,1,5.04,5.89,24,5.98,7.24,11.29,1,1.65,0.43,0.56,0,0,0,23.8,70.8,Autumn,8,Wednesday,0,0,1,20.84,17.33
H00930,Independent House,2183,6,1,1,0,0,0,4.7,4.24,24,2.07,2.18,4.47,0,0.79,0.35,0.95,0,0,0,30.2,43.1,Autumn,9,Tuesday,0,0,1,20.84,13.41
H00931,Independent House,1362,4,4,3,1,0,0,0.0,5.14,24,5.17,3.06,7.08,1,0.97,0.16,1.48,1,0,1,12.9,66.1,Winter,11,Tuesday,0,0,0,21.64,15.21
H00932,Apartment,908,2,1,1,0,0,1,0.65,7.32,24,4.14,8.07,6.06,0,1.88,0.12,0.0,0,0,0,22.9,53.9,Autumn,7,Saturday,1,0,1,19.56,6.55
H00933,Apartment,945,3,4,3,0,1,1,0.82,9.16,24,5.97,7.97,9.41,1,2.1,0.27,1.02,0,1,0,14.7,47.7,Winter,12,Saturday,1,0,0,24.37,8.22
H00934,Apartment,821,2,5,3,2,0,0,1.62,3.14,24,2.54,3.45,8.15,1,1.55,0.27,0.37,0,0,0,23.7,80.8,Spring,2,Tuesday,0,0,1,22.07,8.81
H00935,Independent House,1511,5,4,3,0,1,0,1.79,5.48,24,4.82,3.89,6.57,1,1.15,0.2,0.26,0,0,0,22.5,70.2,Autumn,8,Sunday,1,0,0,21.35,9.33
H00936,Apartment,875,3,2,1,1,0,0,0.0,6.51,24,0.41,3.86,4.61,1,1.15,0.37,0.74,0,0,1,15.6,56.5,Winter,1,Wednesday,0,0,0,17.38,7.17
H00937,Independent House,1429,4,1,1,0,0,1,6.62,11.31,24,4.32,5.35,2.36,0,2.4,0.41,0.39,0,0,1,35.0,75.3,Summer,6,Thursday,0,0,0,27.52,16.3
H00938,Apartment,919,2,5,3,2,0,1,0.85,4.81,24,7.21,5.92,5.51,1,1.14,0.4,0.0,0,0,0,23.2,81.6,Spring,3,Saturday,1,0,0,24.54,8.2
H00939,Independent House,1415,4,2,2,0,0,0,0.16,8.79,24,3.59,6.39,7.12,0,0.44,0.18,0.0,0,0,1,24.1,35.3,Autumn,8,Monday,0,0,1,26.13,6.05
H00940,Apartment,846,3,4,2,1,1,0,4.22,11.66,24,3.28,3.88,6.84,1,1.12,0.26,0.48,0,0,0,38.5,47.6,Summer,4,Tuesday,0,0,1,19.05,13.26
H00941,Apartment,980,3,2,1,1,0,0,0.52,2.76,24,3.37,3.01,5.63,1,1.21,0.19,0.86,0,1,0,26.5,38.3,Spring,2,Sunday,1,0,0,30.83,4.95
H00942,Independent House,2091,5,5,3,2,0,0,1.69,7.8,24,4.68,4.79,9.18,1,0.73,0.14,0.0,0,0,0,32.0,87.6,Spring,2,Friday,0,0,1,23.66,10.0
H00943,Apartment,892,2,3,3,0,0,1,1.53,5.52,24,4.44,9.64,7.66,0,1.24,0.05,0.0,0,0,0,27.9,78.4,Spring,3,Wednesday,0,0,0,25.46,7.89
H00944,Apartment,1107,4,3,1,1,1,0,1.13,6.32,24,3.59,2.53,7.75,0,0.14,0.24,0.43,0,0,0,27.7,79.1,Spring,3,Saturday,1,0,1,20.8,6.99
H00945,Villa,2847,8,5,3,2,0,1,0.0,5.54,24,5.31,8.05,11.96,1,1.26,0.25,0.52,0,0,0,15.7,56.6,Winter,11,Wednesday,0,0,1,21.76,13.01
H00946,Independent House,1717,4,5,2,2,1,0,0.46,5.32,24,5.03,1.88,10.83,1,1.11,0.42,1.22,0,0,0,14.7,33.0,Winter,1,Thursday,0,0,0,17.72,10.1
H00947,Apartment,1293,4,3,1,2,0,0,5.39,7.25,24,2.41,4.07,7.3,0,0.94,0.46,0.0,0,0,0,36.9,41.6,Summer,4,Wednesday,0,0,0,20.93,13.78
H00948,Apartment,667,1,4,2,1,1,0,1.29,4.3,24,4.85,6.0,8.66,1,1.07,0.48,0.49,1,0,1,27.8,41.6,Autumn,9,Saturday,1,0,0,26.15,14.88
H00949,Independent House,1851,5,5,3,2,0,0,7.83,8.92,24,7.41,3.38,8.64,1,1.54,0.3,0.94,0,0,0,39.1,52.3,Summer,4,Sunday,1,0,0,18.21,22.44
H00950,Apartment,997,3,5,3,1,1,0,0.0,6.62,24,3.8,5.1,7.22,1,0.91,0.31,1.49,0,0,0,17.7,45.8,Winter,1,Tuesday,0,0,0,26.96,10.11
H00951,Independent House,1768,6,3,2,1,0,0,0.0,5.67,24,3.46,0.0,9.33,1,0.34,0.43,0.88,0,0,1,14.7,77.6,Winter,11,Wednesday,0,0,1,23.91,9.76
H00952,Independent House,1286,4,3,3,0,0,0,3.05,5.41,24,4.21,1.67,9.46,1,1.54,0.27,1.22,1,0,0,26.1,45.8,Autumn,10,Friday,0,0,1,23.71,23.32
H00953,Apartment,961,3,5,3,1,1,0,1.13,4.99,24,6.09,3.86,9.92,1,1.58,0.36,1.29,0,0,0,16.2,57.4,Winter,11,Friday,0,0,0,27.74,11.53
H00954,Apartment,767,3,4,3,1,0,0,0.0,5.62,24,4.65,3.49,9.07,1,2.06,0.29,0.36,0,0,0,14.6,51.7,Autumn,9,Sunday,1,0,0,21.38,8.28
H00955,Independent House,1677,4,2,1,1,0,1,0.17,5.13,24,5.92,7.98,7.51,1,0.36,0.21,0.0,0,1,0,23.4,40.9,Autumn,7,Sunday,1,0,1,16.49,5.07
H00956,Apartment,873,3,3,1,2,0,0,5.82,10.52,24,2.93,5.97,7.18,1,1.59,0.24,0.0,0,0,0,35.1,47.9,Summer,6,Monday,0,0,0,25.22,15.06
H00957,Independent House,1742,4,5,3,2,0,1,0.82,8.38,24,6.53,6.05,8.88,1,1.45,0.3,0.06,0,0,0,22.7,61.8,Autumn,8,Thursday,0,0,0,18.22,9.34
H00958,Apartment,737,2,4,2,2,0,0,1.31,4.31,24,6.28,5.2,9.94,0,0.86,0.05,0.51,0,0,0,21.7,40.9,Autumn,7,Wednesday,0,0,0,22.91,8.51
H00959,Apartment,876,2,1,1,0,0,0,1.95,9.44,24,2.59,4.71,6.38,1,1.18,0.41,0.23,0,0,0,25.8,53.3,Autumn,7,Wednesday,0,0,1,20.64,9.38
H00960,Apartment,650,2,2,1,1,0,1,5.32,8.76,24,4.82,7.66,4.81,0,1.5,0.37,0.56,0,0,0,36.6,65.1,Summer,6,Saturday,1,0,0,21.78,14.15
H00961,Apartment,789,3,5,3,2,0,1,0.0,4.02,24,8.74,4.93,9.71,0,1.95,0.42,0.68,0,0,0,12.2,58.3,Winter,12,Sunday,1,1,1,23.21,8.29
H00962,Apartment,1065,3,4,3,1,0,0,0.18,5.92,24,4.03,2.95,8.2,1,0.77,0.48,0.43,0,0,0,15.3,38.4,Winter,1,Friday,0,0,1,21.31,7.7
H00963,Independent House,1675,5,4,2,2,0,0,3.17,8.22,24,5.86,3.92,7.14,0,1.92,0.36,0.71,0,0,0,36.2,38.3,Summer,6,Wednesday,0,0,1,18.04,13.74
H00964,Villa,3356,10,2,1,0,1,1,0.0,7.77,24,6.08,6.0,4.8,0,1.17,0.39,0.0,0,0,0,21.1,46.3,Autumn,8,Sunday,1,0,0,20.68,7.24
H00965,Apartment,635,1,4,2,2,0,1,7.41,7.46,24,4.85,4.28,6.14,0,1.33,0.34,0.5,0,1,0,38.4,44.4,Summer,4,Friday,0,1,0,23.23,13.22
H00966,Independent House,1447,5,3,1,1,1,0,0.0,6.43,24,1.69,2.38,5.47,1,1.46,0.07,0.0,0,0,0,23.7,82.5,Spring,2,Thursday,0,0,0,20.69,6.36
H00967,Apartment,691,1,6,3,2,1,0,5.08,11.3,24,5.42,6.91,9.87,1,1.3,0.32,0.65,0,1,0,35.5,67.7,Summer,6,Friday,0,0,1,21.55,12.38
H00968,Independent House,1286,4,2,1,1,0,1,0.16,4.46,24,4.53,5.88,4.8,1,1.51,0.05,0.29,0,0,0,23.2,55.9,Autumn,8,Thursday,0,0,0,18.91,7.82
H00969,Apartment,1387,3,4,3,1,0,0,1.57,9.45,24,6.37,1.48,4.6,1,1.12,0.13,0.0,0,0,0,24.3,71.3,Autumn,9,Friday,0,0,0,27.73,8.29
H00970,Apartment,1118,3,3,1,2,0,0,4.66,5.96,24,3.04,4.55,8.72,1,0.96,0.24,0.74,0,0,1,38.3,49.1,Summer,4,Thursday,0,0,0,25.65,14.36
H00971,Apartment,821,2,4,3,1,0,1,1.07,6.52,24,6.7,7.49,7.35,1,1.04,0.01,0.38,1,0,0,20.8,73.2,Autumn,9,Saturday,1,0,0,23.19,15.5
H00972,Villa,2392,6,3,2,1,0,1,8.67,8.49,24,5.01,7.24,5.92,1,0.45,0.08,0.31,0,0,0,38.8,56.1,Summer,6,Sunday,1,0,0,28.98,21.04
H00973,Independent House,1486,4,2,2,0,0,0,4.07,8.79,24,5.72,3.69,9.19,0,1.8,0.27,0.0,0,0,0,31.8,78.2,Summer,6,Thursday,0,0,1,25.12,13.21
H00974,Apartment,899,2,2,1,1,0,1,5.85,9.12,24,4.85,8.23,7.72,1,1.31,0.38,0.0,0,0,0,31.6,62.9,Spring,3,Tuesday,0,0,1,25.43,15.66
H00975,Independent House,1599,4,4,3,1,0,1,0.08,7.63,24,4.62,9.44,9.1,0,0.66,0.2,0.01,0,0,1,21.4,58.1,Autumn,9,Wednesday,0,0,0,21.51,6.8
H00976,Apartment,969,3,5,3,2,0,0,0.0,5.6,24,7.53,3.66,5.98,1,1.44,0.29,0.56,0,1,0,16.8,67.6,Winter,12,Saturday,1,0,1,23.52,4.9
H00977,Independent House,1885,6,3,2,1,0,1,4.46,6.76,24,6.88,4.69,5.77,1,1.68,0.08,0.0,0,0,0,27.5,44.8,Spring,2,Friday,0,0,0,24.29,14.56
H00978,Villa,2398,6,5,3,2,0,1,1.54,9.44,24,5.93,5.28,8.52,1,0.51,0.43,0.43,0,0,0,22.6,60.7,Spring,2,Tuesday,0,0,0,23.03,11.4
H00979,Villa,3598,11,4,2,2,0,1,0.0,7.05,24,8.47,8.7,7.88,1,1.32,0.13,0.92,1,0,1,14.7,34.2,Winter,1,Wednesday,0,0,0,21.08,19.18
H00980,Apartment,669,1,5,3,1,1,0,0.0,4.84,24,5.38,3.1,8.85,1,1.89,0.22,1.37,0,0,1,15.7,63.9,Winter,1,Monday,0,0,0,20.33,9.33
H00981,Independent House,1791,6,5,3,2,0,0,1.65,5.94,24,5.92,4.48,9.14,1,2.36,0.05,0.54,0,0,0,25.4,62.2,Spring,3,Wednesday,0,0,1,21.17,12.07
H00982,Apartment,703,3,1,1,0,0,0,4.41,5.95,24,4.68,1.75,3.63,0,0.81,0.24,0.0,0,0,0,34.4,64.3,Summer,6,Saturday,1,0,0,23.78,11.18
H00983,Apartment,733,2,4,2,2,0,1,0.0,9.75,24,5.44,8.49,9.08,1,1.06,0.47,1.13,0,1,0,8.7,61.7,Winter,12,Tuesday,0,0,0,23.75,7.09
H00984,Independent House,1356,4,2,1,0,1,0,6.3,9.16,24,5.06,2.76,9.45,0,1.6,0.42,0.0,0,0,0,27.9,62.9,Autumn,8,Saturday,1,0,1,22.89,16.76
H00985,Apartment,1038,2,4,2,1,1,1,0.0,9.81,24,3.94,7.5,6.83,1,0.53,0.4,1.67,1,0,0,16.6,47.2,Winter,1,Thursday,0,0,0,18.26,16.31
H00986,Independent House,1627,5,3,2,1,0,1,7.1,12.51,24,6.48,5.6,8.71,1,1.54,0.37,0.47,1,0,0,41.6,35.1,Summer,6,Sunday,1,0,0,20.11,27.95
H00987,Independent House,1684,5,3,2,0,1,0,3.03,7.5,24,4.05,2.81,6.45,1,1.44,0.19,0.67,0,0,0,22.3,66.4,Spring,2,Friday,0,0,0,25.44,12.77
H00988,Apartment,1324,4,4,2,2,0,1,1.64,7.17,24,6.73,5.09,7.41,1,1.34,0.38,0.0,0,0,0,22.7,68.9,Autumn,9,Sunday,1,0,0,21.5,10.63
H00989,Apartment,1060,3,4,2,2,0,0,0.34,4.48,24,5.37,2.41,7.09,1,1.35,0.14,1.26,0,0,0,12.1,32.8,Winter,11,Monday,0,1,1,20.47,8.69
H00990,Apartment,904,2,3,1,1,1,0,2.14,6.93,24,3.76,3.56,8.46,0,0.77,0.46,0.94,0,0,0,22.9,71.9,Autumn,7,Tuesday,0,0,0,19.44,11.19
H00991,Villa,3578,10,4,3,0,1,0,2.27,9.35,24,1.56,2.23,6.85,1,1.65,0.11,0.5,0,0,0,38.5,43.7,Summer,4,Tuesday,0,0,0,23.66,13.54
H00992,Apartment,791,2,4,1,2,1,0,0.17,5.65,24,3.96,3.19,10.99,1,1.39,0.11,0.44,1,0,0,24.7,57.4,Autumn,9,Wednesday,0,0,0,22.77,14.57
H00993,Independent House,1478,4,1,1,0,0,0,2.94,8.23,24,0.0,2.73,6.94,0,1.41,0.52,0.0,1,0,1,26.4,66.6,Autumn,8,Tuesday,0,0,0,23.98,18.38
H00994,Apartment,603,2,2,2,0,0,1,0.83,2.73,24,5.87,4.39,5.45,1,1.35,0.44,1.42,0,0,0,13.0,45.2,Winter,11,Wednesday,0,0,1,23.82,9.69
H00995,Apartment,1066,3,2,1,0,1,0,1.1,1.68,24,4.5,3.13,7.5,1,1.89,0.04,0.47,0,0,0,9.3,38.6,Winter,11,Wednesday,0,0,0,16.97,8.83
H00996,Independent House,1756,6,4,3,1,0,1,0.0,6.84,24,8.14,11.91,6.99,1,0.24,0.12,0.59,0,0,0,18.5,75.0,Winter,12,Sunday,1,0,0,18.57,8.99
H00997,Apartment,814,3,6,3,2,1,0,1.6,6.08,24,6.48,6.32,7.68,1,1.15,0.31,0.51,0,1,0,19.3,43.7,Autumn,9,Friday,0,0,1,21.21,7.62
H00998,Villa,3042,9,4,3,1,0,0,0.37,6.48,24,5.76,6.5,5.67,0,0.44,0.29,1.25,1,1,1,14.5,36.7,Winter,1,Saturday,1,0,0,19.36,13.02
H00999,Apartment,920,3,2,1,1,0,0,4.35,10.08,24,3.03,2.43,8.84,1,1.23,0.35,0.16,0,0,1,41.0,61.2,Summer,4,Monday,0,0,1,18.95,13.86
H01000,Independent House,1684,5,3,1,1,1,0,3.25,5.77,24,6.99,4.86,6.96,1,1.75,0.54,0.43,0,0,0,22.3,61.8,Autumn,9,Saturday,1,0,0,22.62,14.84
H01001,Apartment,682,2,4,3,0,1,0,0.35,3.38,24,7.56,5.62,9.57,0,0.86,0.22,0.0,0,0,1,22.2,45.0,Autumn,7,Saturday,1,0,0,27.36,5.91
H01002,Apartment,860,2,4,3,1,0,0,3.21,5.32,24,2.66,1.41,7.05,1,1.46,0.45,0.54,0,0,0,33.7,47.6,Summer,6,Thursday,0,0,0,26.15,12.17
H01003,Apartment,1046,3,2,2,0,0,1,1.09,11.42,24,6.8,6.32,8.16,0,1.54,0.39,0.06,0,0,0,26.7,61.2,Spring,2,Saturday,1,0,1,25.93,8.37
H01004,Independent House,1065,4,4,3,1,0,1,1.66,5.56,24,5.43,6.72,9.31,1,0.51,0.43,1.48,0,0,1,,51.6,Winter,12,Friday,0,0,1,19.24,12.98
H01005,Independent House,1454,5,3,1,2,0,1,0.0,9.4,24,6.85,4.97,8.63,1,1.26,0.2,0.0,0,1,0,24.0,77.4,Autumn,10,Sunday,1,0,1,21.32,5.7
H01006,Independent House,1307,4,5,3,1,1,0,1.76,7.45,24,6.29,3.95,8.88,1,1.51,0.16,0.35,0,1,0,28.9,64.3,Spring,2,Saturday,1,1,0,20.6,7.98
H01007,Independent House,1576,4,1,1,0,0,1,0.0,4.7,24,3.99,5.99,5.18,0,0.0,0.22,1.09,0,0,0,19.9,44.7,Winter,1,Tuesday,0,1,0,18.83,7.0
H01008,Apartment,900,3,4,3,1,0,0,0.0,5.55,24,3.5,3.6,7.09,1,1.14,0.58,0.69,0,0,0,24.2,79.4,Autumn,8,Friday,0,0,0,19.63,7.98
H01009,Villa,2797,8,2,1,1,0,0,0.0,8.81,24,4.29,3.49,6.89,1,0.05,0.23,1.45,1,0,0,10.4,60.2,Winter,12,Saturday,1,0,0,21.23,18.16
H01010,Independent House,1333,3,2,1,1,0,0,7.33,8.77,24,1.26,4.35,6.03,1,0.7,0.51,0.42,0,0,0,42.6,46.2,Summer,6,Thursday,0,0,1,23.4,16.49
H01011,Apartment,513,1,5,3,2,0,0,3.1,6.59,24,6.13,2.02,9.41,1,1.11,0.26,1.08,0,0,0,30.7,65.9,Spring,3,Thursday,0,1,0,22.75,12.41
H01012,Apartment,1036,2,5,3,1,1,0,5.74,10.81,24,5.31,4.71,7.27,0,1.42,0.37,0.63,0,1,0,44.3,66.0,Summer,5,Monday,0,0,0,19.76,11.06
H01013,Villa,2138,7,5,3,2,0,0,2.81,5.98,24,5.7,6.52,7.17,0,1.42,0.19,0.36,0,0,1,25.1,,Autumn,10,Sunday,1,0,0,21.67,12.68
H01014,Independent House,1905,5,2,2,0,0,1,0.93,4.64,24,6.79,5.57,6.29,1,1.68,0.31,0.55,1,0,1,23.0,42.8,Autumn,8,Sunday,1,0,1,20.71,16.82
H01015,Villa,3010,9,4,2,2,0,1,0.0,7.44,24,4.97,9.11,6.93,1,0.19,0.52,0.0,0,0,0,21.5,54.5,Autumn,9,Friday,0,0,0,27.12,8.47
H01016,Apartment,1014,3,2,2,0,0,1,1.33,4.89,24,4.96,5.58,7.68,0,1.02,0.34,0.5,0,0,1,8.8,44.5,Winter,1,Wednesday,0,0,1,22.91,8.84
H01017,Apartment,942,2,5,3,1,1,1,0.81,7.93,24,4.79,9.82,4.84,1,2.57,0.1,0.21,0,0,0,22.6,54.5,Autumn,7,Monday,0,0,0,25.53,8.32
H01018,Apartment,754,3,5,3,2,0,0,3.6,7.3,24,5.43,5.14,9.09,1,1.04,0.12,0.87,0,1,0,23.2,69.7,Autumn,7,Saturday,1,0,1,29.76,9.89
H01019,Apartment,729,3,3,2,1,0,0,0.0,7.68,24,7.7,3.75,8.37,1,0.8,0.38,0.42,0,0,0,18.7,53.3,Autumn,7,Saturday,1,0,0,16.95,7.51
H01020,Apartment,892,3,2,2,0,0,0,0.73,6.75,24,5.03,2.56,5.96,1,1.52,0.23,0.22,0,0,0,22.6,51.7,Autumn,9,Saturday,1,0,0,18.83,7.03
H01021,Apartment,800,3,4,2,1,1,0,6.58,10.17,24,3.51,4.16,9.32,0,0.66,0.08,0.0,0,0,1,40.6,48.9,Summer,6,Friday,0,0,1,21.78,17.19
H01022,Apartment,1077,3,3,2,1,0,0,0.0,6.96,24,3.96,3.74,6.73,1,2.42,0.27,1.0,0,0,1,14.7,44.6,Winter,11,Monday,0,0,0,22.34,8.4
H01023,Independent House,1509,5,4,2,2,0,0,0.0,6.14,24,7.94,3.06,8.82,1,1.72,0.28,1.08,0,0,0,10.1,61.3,Winter,12,Sunday,1,0,1,20.32,10.15
H01024,Apartment,668,2,3,1,2,0,0,0.31,4.36,24,4.25,4.47,9.0,1,1.47,0.0,1.13,0,0,0,13.7,37.0,Winter,11,Tuesday,0,0,0,19.44,7.69
H01025,Independent House,1594,4,3,3,0,0,1,5.69,8.86,24,5.41,8.57,8.09,1,1.75,0.25,0.0,0,0,0,31.9,41.0,Summer,6,Saturday,1,0,1,29.43,17.11
H01026,Apartment,902,3,1,1,0,0,0,0.12,8.06,24,3.62,3.4,6.06,1,1.82,0.57,0.0,0,0,0,21.4,80.9,Autumn,8,Wednesday,0,0,1,22.28,6.68
H01027,Apartment,864,3,5,3,2,0,0,3.43,8.55,24,5.1,1.81,8.38,1,0.64,0.38,0.02,1,0,1,27.5,22.2,Spring,3,Thursday,0,0,1,25.39,20.39
H01028,Independent House,1847,6,2,1,1,0,1,0.0,5.45,24,5.28,10.17,7.85,0,0.99,0.48,0.26,0,0,0,23.8,52.1,Spring,2,Saturday,1,0,0,19.07,8.16
H01029,Apartment,890,3,4,2,2,0,0,5.61,9.08,24,6.03,4.25,6.92,1,0.0,0.42,1.0,0,0,0,26.3,33.8,Autumn,8,Friday,0,0,0,20.21,17.12
H01030,Apartment,879,2,3,1,2,0,1,0.37,6.21,24,5.26,5.99,8.88,1,1.05,0.46,0.0,0,0,0,23.8,72.8,Spring,2,Thursday,0,0,0,23.47,6.54
H01031,Apartment,857,3,2,2,0,0,0,0.16,9.77,24,3.21,2.94,5.22,0,1.99,0.18,0.66,0,0,0,27.9,33.0,Autumn,10,Wednesday,0,0,0,22.98,7.12
H01032,Apartment,834,3,2,2,0,0,0,6.71,6.9,24,6.07,5.11,5.73,1,1.18,0.37,0.0,1,0,0,37.4,52.8,Summer,4,Saturday,1,0,1,26.54,25.09
H01033,Apartment,1015,2,3,3,0,0,0,3.06,9.43,24,2.9,5.34,6.16,1,0.29,0.15,0.28,0,0,0,35.2,65.8,Summer,4,Monday,0,1,0,28.78,10.65
H01034,Apartment,1072,4,3,3,0,0,1,1.7,8.23,24,8.95,7.98,7.37,1,1.29,0.45,0.85,0,1,0,11.8,41.1,Winter,1,Saturday,1,0,0,19.78,8.57
H01035,Apartment,709,3,3,1,2,0,0,1.62,7.59,24,4.12,1.28,7.21,1,0.72,0.45,0.81,0,0,0,24.9,68.0,Autumn,9,Tuesday,0,0,1,18.71,10.09
H01036,Independent House,1296,4,3,2,1,0,0,5.08,8.96,24,2.81,2.32,11.44,0,1.1,0.34,0.65,0,1,0,37.8,65.0,Summer,6,Monday,0,0,0,21.45,11.89
H01037,Apartment,1047,3,2,1,1,0,1,0.0,7.23,24,5.19,6.31,4.46,1,1.03,0.26,1.65,0,0,1,12.7,74.5,Winter,1,Wednesday,0,0,0,24.57,9.57
H01038,Villa,2285,7,3,2,1,0,0,7.09,10.62,24,4.79,1.4,10.07,0,1.85,0.16,0.0,0,1,1,38.7,59.2,Summer,6,Tuesday,0,0,0,19.79,13.37
H01039,Independent House,1563,5,4,2,2,0,1,1.32,3.01,24,8.85,8.43,9.42,0,0.96,0.31,0.99,0,0,0,23.8,57.4,Spring,3,Saturday,1,0,1,20.53,11.48
H01040,Apartment,1053,4,4,2,1,1,0,0.0,7.61,24,2.39,3.2,7.72,1,1.38,0.49,0.93,0,0,0,15.7,84.0,Winter,12,Tuesday,0,0,1,15.31,9.06
H01041,Apartment,648,2,3,1,2,0,1,3.73,3.4,24,3.34,7.39,6.86,1,1.49,0.24,0.06,0,0,0,25.3,63.2,Spring,3,Monday,0,0,0,29.6,11.64
H01042,Independent House,2009,6,5,2,2,1,0,2.88,5.29,24,4.02,4.01,7.74,1,1.5,0.1,0.0,0,1,0,26.3,34.8,Spring,3,Monday,0,0,1,19.39,8.34
H01043,Villa,2495,7,5,3,2,0,1,1.48,5.52,24,6.85,5.22,9.2,0,0.66,0.29,0.97,0,0,1,17.9,61.5,Winter,1,Friday,0,0,0,17.96,13.34
H01044,Independent House,1383,3,2,1,1,0,1,5.65,10.97,24,4.82,5.91,7.4,0,1.66,0.34,0.23,0,0,0,39.7,21.4,Summer,6,Monday,0,0,0,20.55,15.1
H01045,Independent House,958,2,5,2,2,1,0,3.67,4.21,24,5.86,4.6,7.51,1,0.91,0.0,1.99,0,1,0,22.1,58.7,Winter,1,Wednesday,0,0,0,20.29,10.3
H01046,Apartment,785,3,3,1,2,0,1,5.33,10.48,24,8.21,6.38,7.12,1,0.63,0.57,0.31,0,0,0,38.3,41.1,Summer,4,Sunday,1,0,0,24.39,16.24
H01047,Apartment,1133,4,3,2,1,0,0,3.34,8.77,24,6.03,2.6,9.61,0,1.51,0.29,0.07,0,1,0,37.6,34.1,Summer,4,Wednesday,0,0,0,23.78,7.75
H01048,Apartment,1203,3,3,1,1,1,0,4.42,8.52,24,2.83,1.85,8.73,1,1.49,0.36,0.0,0,0,0,39.4,43.0,Summer,4,Tuesday,0,0,0,22.1,12.36
H01049,Independent House,1506,4,2,1,1,0,1,0.94,4.43,24,6.41,5.32,9.21,0,1.29,0.34,1.42,0,1,1,13.3,39.8,Winter,12,Sunday,1,0,1,25.92,7.91
H01050,Villa,2527,7,3,3,0,0,0,2.36,5.08,24,4.79,2.41,5.38,1,0.37,0.7,0.0,0,0,0,22.8,71.2,Autumn,10,Sunday,1,0,0,23.22,11.36
H01051,Independent House,944,3,3,2,0,1,0,0.0,6.04,24,3.14,1.8,8.18,1,0.79,0.43,1.11,0,0,1,19.3,71.8,Winter,11,Wednesday,0,0,0,22.66,7.92
H01052,Villa,1707,4,4,1,2,1,0,0.0,8.51,24,5.94,1.95,7.41,1,1.03,0.32,1.53,0,0,0,17.8,53.9,Winter,1,Tuesday,0,0,1,23.42,9.53
H01053,Villa,1932,5,2,1,1,0,1,1.68,2.83,24,6.07,4.53,5.04,1,0.9,0.36,0.0,1,1,0,23.3,42.6,Autumn,10,Wednesday,0,0,0,21.21,10.75
H01054,Independent House,1863,6,4,3,1,0,1,0.04,9.58,24,4.85,10.3,7.22,1,0.97,0.28,0.36,0,1,0,23.8,53.7,Autumn,7,Tuesday,0,0,1,27.17,6.43
H01055,Independent House,1517,5,3,2,0,1,1,1.48,8.6,24,4.68,8.94,7.95,1,1.11,0.31,1.36,0,0,0,15.9,,Winter,1,Friday,0,0,1,24.24,13.01
H01056,Villa,4094,12,4,3,1,0,0,1.88,7.73,24,3.66,4.82,9.99,1,2.01,0.1,0.34,0,0,0,29.6,94.2,Spring,3,Thursday,0,1,0,17.87,15.97
H01057,Independent House,1438,5,4,1,2,1,0,0.0,5.78,24,5.72,4.79,8.49,1,1.88,0.54,1.02,0,0,0,25.9,71.4,Autumn,8,Sunday,1,1,1,18.01,11.27
H01058,Apartment,617,2,2,2,0,0,1,4.63,7.19,24,6.66,8.84,6.22,0,0.98,0.28,0.13,0,0,0,25.7,55.3,Autumn,7,Sunday,1,0,0,19.47,13.06
