House_ID,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Month,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh,House_Type_Independent House,House_Type_Villa,Season_Spring,Season_Summer,Season_Winter,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Total_Appliance_Hours,Power_Usage_Index,Appliance_Density,Weather_Severity_Index,Occupancy_Score,Appliance_Load_Score,Peak_Load_Interaction,Temperature_Category_Extreme,Temperature_Category_Hot,Temperature_Category_Mild,Temperature_Category_Warm,Lifestyle_Category_Small_Household,Lifestyle_Category_Standard_Household,Lifestyle_Category_WFH_Large_Family,Lifestyle_Category_WFH_Small_Household
H00978,2398,6,5,3,2,0,1,1.54,9.44,24,5.93,5.28,8.52,1,0.51,0.43,0.43,0,0,0,22.6,60.7,2,0,0,0,23.03,11.4,0,1,1,0,0,0,0,0,0,1,0,23.560000000000002,5.6863,9.824854045037531,1.4900000000000013,6.5,7,0.0,0,0,1,0,0,0,1,0
H00979,2565,7,4,2,2,0,1,0.0,7.05,24,8.47,8.7,7.88,1,1.32,0.13,0.92,1,0,1,14.7,34.2,1,0,0,0,21.08,19.18,0,1,0,0,1,0,0,0,0,0,1,26.59,4.88375,10.366471734892787,6.69,5.2,7,0.0,0,0,0,0,0,0,1,0
H00980,669,1,5,3,1,1,0,0.0,4.84,24,5.38,3.1,8.85,1,1.89,0.22,1.37,0,0,1,15.7,63.9,1,0,0,0,20.33,9.33,0,0,0,0,1,1,0,0,0,0,0,16.8,5.508500000000001,25.112107623318387,5.8,5.0,4,0.0,0,0,1,0,0,0,0,0
H00981,1791,6,5,3,2,0,0,1.65,5.94,24,5.92,4.48,9.14,1,2.36,0.05,0.54,0,0,0,25.4,62.2,3,0,0,1,21.17,12.07,1,0,1,0,0,0,0,0,0,0,1,20.94,6.691299999999999,11.691792294807371,3.5999999999999996,5.0,7,2.19,0,0,0,1,0,0,0,0
H00982,703,3,1,1,0,0,0,4.41,5.95,24,4.68,1.75,3.63,0,0.81,0.24,0.0,0,0,0,34.4,64.3,6,1,0,0,23.78,11.18,0,0,0,1,0,0,1,0,0,0,0,17.839999999999996,8.529750000000002,25.376955903271686,10.109999999999998,1.2,4,0.0,0,1,0,0,1,0,0,0
H00983,733,2,4,2,2,0,1,0.0,9.75,24,5.44,8.49,9.08,1,1.06,0.47,1.13,0,1,0,8.7,61.7,12,0,0,0,23.75,7.09,0,0,0,0,1,0,0,0,0,1,0,26.339999999999996,5.40365,35.93451568894952,10.48,5.2,4,0.0,0,0,0,0,0,0,1,0
H00984,1356,4,2,1,0,1,0,6.3,9.16,24,5.06,2.76,9.45,0,1.6,0.42,0.0,0,0,0,27.9,62.9,8,1,0,1,22.89,16.76,1,0,0,0,0,0,1,0,0,0,0,25.300000000000004,12.512599999999997,18.657817109144545,5.419999999999999,2.4,4,6.3,0,0,0,1,1,0,0,0
H00985,1038,2,4,2,1,1,1,0.0,9.81,24,3.94,7.5,6.83,1,0.53,0.4,1.67,1,0,0,16.6,47.2,1,0,0,0,18.26,16.31,0,0,0,0,1,0,0,0,1,0,0,23.85,5.79725,22.976878612716764,4.059999999999999,5.2,7,0.0,0,0,1,0,0,0,1,0
H00986,1627,5,3,2,1,0,1,7.1,12.51,24,6.48,5.6,8.71,1,1.54,0.37,0.47,1,0,0,41.6,35.1,6,1,0,0,20.11,23.87625,1,0,0,1,0,0,0,1,0,0,0,34.06999999999999,15.111249999999998,20.940381069452975,15.21,4.5,10,0.0,1,0,0,0,0,0,0,1
H00987,1684,5,3,2,0,1,0,3.03,7.5,24,4.05,2.81,6.45,1,1.44,0.19,0.67,0,0,0,22.3,66.4,2,0,0,0,25.44,12.77,1,0,1,0,0,0,0,0,0,0,0,19.69,8.3291,11.692399049881235,1.850000000000001,3.0,7,0.0,0,0,1,0,0,1,0,0
H00988,1324,4,4,2,2,0,1,1.64,7.17,24,6.73,5.09,7.41,1,1.34,0.38,0.0,0,0,0,22.7,68.9,9,1,0,0,21.5,10.63,0,0,0,0,0,0,0,1,0,0,0,22.35,5.437150000000001,16.880664652567976,2.38,6.0,5,0.0,0,0,1,0,0,0,1,0
H00989,1060,3,4,2,2,0,0,0.34,4.48,24,5.37,2.41,7.09,1,1.35,0.14,1.26,0,0,0,12.1,32.8,11,0,1,1,20.47,8.69,0,0,0,0,1,1,0,0,0,0,0,15.350000000000001,5.2281,14.481132075471699,8.65,4.8,7,1.6,0,0,0,0,0,1,0,0
H00990,904,2,3,1,1,1,0,2.14,6.93,24,3.76,3.56,8.46,0,0.77,0.46,0.94,0,0,0,22.9,71.9,7,0,0,0,19.44,11.19,0,0,0,0,0,0,0,0,0,1,0,18.560000000000002,7.32885,20.530973451327434,2.82,3.0,6,0.0,0,0,1,0,0,1,0,0
H00991,2565,7,4,3,0,1,0,2.27,9.35,24,1.56,2.23,6.85,1,1.65,0.11,0.5,0,0,0,38.5,43.7,4,0,0,0,23.66,13.54,0,1,0,1,0,0,0,0,0,1,0,17.669999999999998,6.765549999999999,6.888888888888888,12.179999999999998,4.0,7,0.0,0,1,0,0,0,1,0,0
H00992,791,2,4,1,2,1,0,0.17,5.65,24,3.96,3.19,10.99,1,1.39,0.11,0.44,1,0,0,24.7,57.4,9,0,0,0,22.77,14.57,0,0,0,0,0,0,0,0,0,0,1,14.91,3.32065,18.849557522123895,2.6299999999999994,4.0,10,0.0,0,0,1,0,0,1,0,0
H00993,1478,4,1,1,0,0,0,2.94,8.23,24,0.0749999999999997,2.73,6.94,0,1.41,0.52,0.0,1,0,1,26.4,66.6,8,0,0,0,23.98,18.38,1,0,0,0,0,0,0,0,0,1,0,15.905,6.880050000000001,10.761163734776725,4.739999999999998,1.0,7,0.0,0,0,0,1,1,0,0,0
H00994,603,2,2,2,0,0,1,0.83,2.73,24,5.87,4.39,5.45,1,1.35,0.44,1.42,0,0,0,13.0,45.2,11,0,0,1,23.82,9.69,0,0,0,0,1,0,0,0,0,0,1,17.03,6.68065,28.242122719734663,6.779999999999999,2.6,7,2.25,0,0,0,0,0,0,0,1
H00995,1066,3,2,1,0,1,0,1.1,1.68,24,4.5,3.13,7.5,1,1.89,0.04,0.47,0,0,0,9.3,38.6,11,0,0,0,16.97,8.83,0,0,0,0,1,0,0,0,0,0,1,12.81,4.8193,12.01688555347092,10.03,2.0,7,0.0,0,0,0,0,1,0,0,0
H00996,1756,6,4,3,1,0,1,0.0,6.84,24,8.14,10.73125,6.99,1,0.24,0.12,0.59,0,0,0,18.5,75.0,12,1,0,0,18.57,8.99,1,0,0,0,1,0,0,1,0,0,0,26.66125,3.474875,15.182944191343964,4.949999999999999,6.0,4,0.0,0,0,1,0,0,0,1,0
H00997,814,3,6,3,2,1,0,1.6,6.08,24,6.48,6.32,7.68,1,1.15,0.31,0.51,0,1,0,19.3,43.7,9,0,0,1,21.21,7.62,0,0,0,0,0,0,0,0,0,0,0,22.45,6.137700000000001,27.579852579852577,2.519999999999999,6.0,7,2.1100000000000003,0,0,1,0,0,0,0,0
H00998,2565,7,4,3,1,0,0,0.37,6.48,24,5.76,6.5,5.67,0,0.44,0.29,1.25,1,1,1,14.5,36.7,1,1,0,0,19.36,13.02,0,1,0,0,1,0,1,0,0,0,0,21.09,5.1850000000000005,8.222222222222223,6.58,4.8,9,0.0,0,0,0,0,0,1,0,0
H00999,920,3,2,1,1,0,0,4.35,10.08,24,3.03,2.43,8.84,1,1.23,0.35,0.16,0,0,1,41.0,61.2,4,0,0,1,18.95,13.86,0,0,0,1,0,1,0,0,0,0,0,21.630000000000003,9.3923,23.510869565217394,14.42,2.0,7,4.51,1,0,0,0,1,0,0,0
H01000,1684,5,3,1,1,1,0,3.25,5.77,24,6.99,4.86,6.96,1,1.75,0.54,0.43,0,0,0,22.3,61.8,9,1,0,0,22.62,14.84,1,0,0,0,0,0,1,0,0,0,0,23.589999999999996,9.11885,14.008313539192397,1.3900000000000001,3.5999999999999996,7,0.0,0,0,1,0,0,1,0,0
H01001,682,2,4,3,0,1,0,0.35,3.38,24,7.56,5.62,9.57,0,0.86,0.22,0.0,0,0,1,22.2,45.0,7,1,0,0,27.36,5.91,0,0,0,0,0,0,1,0,0,0,0,17.99,2.7807000000000004,26.3782991202346,0.6399999999999995,4.8,4,0.0,0,0,1,0,0,1,0,0
H01002,860,2,4,3,1,0,0,3.21,5.32,24,2.66,1.41,7.05,1,1.46,0.45,0.54,0,0,0,33.7,47.6,6,0,0,0,26.15,12.17,0,0,0,1,0,0,0,0,1,0,0,15.05,8.279599999999999,17.5,8.430000000000001,4.0,7,0.0,0,1,0,0,0,1,0,0
H01003,1046,3,2,2,0,0,1,1.09,11.42,24,6.8,6.32,8.16,0,1.54,0.39,0.06,0,0,0,26.7,61.2,2,1,0,1,25.93,8.37,0,0,1,0,0,0,1,0,0,0,0,27.619999999999997,5.2937,26.40535372848948,4.409999999999999,3.0,6,1.1500000000000001,0,0,0,1,0,0,0,1
H01004,1065,4,4,3,1,0,1,1.66,5.56,24,5.43,6.72,9.31,1,0.51,0.43,1.48,0,0,1,24.8,51.6,12,0,0,1,19.24,12.98,1,0,0,0,1,0,0,0,0,0,0,21.79,7.7116999999999996,20.460093896713616,2.1200000000000006,5.2,7,3.1399999999999997,0,0,1,0,0,0,1,0
H01005,1454,5,3,1,2,0,1,0.0,9.4,24,6.85,4.97,8.63,1,1.26,0.2,0.0,0,1,0,24.0,77.4,10,1,0,1,21.32,5.7,1,0,0,0,0,0,0,1,0,0,0,22.68,2.8732000000000006,15.598349381017881,4.140000000000001,4.5,2,0.0,0,0,1,0,0,0,0,1
H01006,1307,4,5,3,1,1,0,1.76,7.45,24,6.29,3.95,8.88,1,1.51,0.16,0.35,0,1,0,28.9,64.3,2,1,1,0,20.6,7.98,1,0,1,0,0,0,1,0,0,0,0,21.470000000000002,6.089250000000001,16.426931905126242,6.259999999999998,7.0,7,0.0,0,0,0,1,0,0,0,0
H01007,1576,4,1,1,0,0,1,0.0,4.7,24,3.99,5.99,5.18,0,0.0,0.22,1.09,0,0,0,19.9,44.7,1,0,1,0,18.83,7.0,1,0,0,0,1,0,0,0,0,1,0,15.990000000000002,3.5549,10.145939086294417,2.0000000000000004,1.5,3,0.0,0,0,1,0,0,0,0,1
H01008,900,3,4,3,1,0,0,0.0,5.55,24,3.5,3.6,7.09,1,1.14,0.58,0.69,0,0,0,24.2,79.4,8,0,0,0,19.63,7.98,0,0,0,0,0,0,0,0,0,0,0,15.06,3.9132499999999997,16.733333333333334,4.48,4.0,4,0.0,0,0,1,0,0,1,0,0
H01009,2565,7,2,1,1,0,0,0.0,8.81,24,4.29,3.49,6.89,1,0.05,0.23,1.45,1,0,0,10.4,60.2,12,1,0,0,21.23,18.16,0,1,0,0,1,0,1,0,0,0,0,18.320000000000004,4.51265,7.142300194931775,9.139999999999999,2.4,7,0.0,0,0,0,0,1,0,0,0
H01010,1333,3,2,1,1,0,0,7.33,8.77,24,1.26,4.35,6.03,1,0.7,0.51,0.42,0,0,0,42.6,46.2,6,0,0,1,23.4,16.49,1,0,0,1,0,0,0,0,1,0,0,23.340000000000003,14.01675,17.509377344336087,14.799999999999999,2.0,7,7.75,1,0,0,0,1,0,0,0
H01011,513,1,5,3,2,0,0,3.1,6.59,24,6.13,2.02,9.41,1,1.11,0.26,1.08,0,0,0,30.7,65.9,3,0,1,0,22.75,12.41,0,0,1,0,0,0,0,0,1,0,0,20.29,9.182950000000002,39.55165692007797,7.68,6.0,7,0.0,0,0,0,1,0,0,0,0
H01012,1036,2,5,3,1,1,0,5.74,10.81,24,5.31,4.71,7.27,0,1.42,0.37,0.63,0,1,0,44.3,66.0,5,0,0,0,19.76,11.06,0,0,0,1,0,1,0,0,0,0,0,28.990000000000002,13.003350000000001,27.982625482625487,17.209999999999997,5.0,6,0.0,1,0,0,0,0,0,0,0
H01013,2138,7,5,3,2,0,0,2.81,5.98,24,5.7,6.52,7.17,0,1.42,0.19,0.36,0,0,1,25.1,54.7,10,1,0,0,21.67,12.68,0,1,0,0,0,0,0,1,0,0,0,22.98,7.6377,10.748362956033677,2.640000000000001,6.0,6,0.0,0,0,0,1,0,0,0,0
H01014,1905,5,2,2,0,0,1,0.93,4.64,24,6.79,5.57,6.29,1,1.68,0.31,0.55,1,0,1,23.0,42.8,8,1,0,1,20.71,16.82,1,0,0,0,0,0,0,1,0,0,0,20.47,5.488199999999999,10.745406824146981,1.4200000000000004,3.0,10,1.48,0,0,1,0,0,0,0,1
H01015,2565,7,4,2,2,0,1,0.0,7.44,24,4.97,9.11,6.93,1,0.19,0.52,0.0,0,0,0,21.5,54.5,9,0,0,0,27.12,8.47,0,1,0,0,0,0,0,0,0,0,0,22.23,2.3681,8.666666666666666,0.8,5.2,2,0.0,0,0,1,0,0,0,1,0
H01016,1014,3,2,2,0,0,1,1.33,4.89,24,4.96,5.58,7.68,0,1.02,0.34,0.5,0,0,1,8.8,44.5,1,0,0,1,22.91,8.84,0,0,0,0,1,0,0,0,0,0,1,18.619999999999997,5.365550000000001,18.3629191321499,9.79,2.6,6,1.83,0,0,0,0,0,0,0,1
H01017,942,2,5,3,1,1,1,0.81,7.93,24,4.79,9.82,4.84,1,2.57,0.1,0.21,0,0,0,22.6,54.5,7,0,0,0,25.53,8.32,0,0,0,0,0,1,0,0,0,0,0,26.230000000000004,5.3454500000000005,27.845010615711256,0.870000000000001,6.5,7,0.0,0,0,1,0,0,0,1,0
H01018,754,3,5,3,2,0,0,3.6,7.3,24,5.43,5.14,9.09,1,1.04,0.12,0.87,0,1,0,23.2,69.7,7,1,0,1,29.76,9.89,0,0,0,0,0,0,1,0,0,0,0,23.5,9.462900000000001,31.16710875331565,2.8099999999999996,6.0,7,4.47,0,0,1,0,0,0,0,0
H01019,729,3,3,2,1,0,0,0.0,7.68,24,7.7,3.75,8.37,1,0.8,0.38,0.42,0,0,0,18.7,53.3,7,1,0,0,16.95,7.51,0,0,0,0,0,0,1,0,0,0,0,20.73,3.467,28.436213991769545,2.64,3.5999999999999996,4,0.0,0,0,1,0,0,1,0,0
H01020,892,3,2,2,0,0,0,0.73,6.75,24,5.03,2.56,5.96,1,1.52,0.23,0.22,0,0,0,22.6,51.7,9,1,0,0,18.83,7.03,0,0,0,0,0,0,1,0,0,0,0,17.040000000000003,4.11385,19.103139013452918,0.5900000000000013,2.4,7,0.0,0,0,1,0,1,0,0,0
H01021,800,3,4,2,1,1,0,6.58,10.17,24,3.51,4.16,9.32,0,0.66,0.08,0.0,0,0,1,40.6,48.9,6,0,0,1,21.78,17.19,0,0,0,1,0,0,0,0,0,0,0,25.159999999999997,11.824349999999999,31.45,13.129999999999999,4.0,4,6.58,1,0,0,0,0,1,0,0
H01022,1077,3,3,2,1,0,0,0.0,6.96,24,3.96,3.74,6.73,1,2.42,0.27,1.0,0,0,1,14.7,44.6,11,0,0,0,22.34,8.4,0,0,0,0,1,1,0,0,0,0,0,18.349999999999998,5.2814,17.0380687093779,5.65,3.0,4,0.0,0,0,0,0,0,1,0,0
H01023,1509,5,4,2,2,0,0,0.0,6.14,24,7.94,3.06,8.82,1,1.72,0.28,1.08,0,0,0,10.1,61.3,12,1,0,1,20.32,10.15,1,0,0,0,1,0,0,1,0,0,0,20.22,5.2241,13.399602385685885,9.459999999999999,4.8,4,1.08,0,0,0,0,0,1,0,0
H01024,668,2,3,1,2,0,0,0.31,4.36,24,4.25,4.47,9.0,1,1.47,0.0,1.13,0,0,0,13.7,37.0,11,0,0,0,19.44,7.69,0,0,0,0,1,0,0,0,0,1,0,15.990000000000002,4.8477,23.937125748502996,7.11,3.0,6,0.0,0,0,0,0,0,1,0,0
H01025,1594,4,3,3,0,0,1,5.69,8.86,24,5.41,8.57,8.09,1,1.75,0.25,0.0,0,0,0,31.9,41.0,6,1,0,1,29.43,17.11,1,0,0,1,0,0,1,0,0,0,0,30.53,11.867200000000002,19.153074027603513,7.829999999999999,4.5,5,5.69,0,0,0,1,0,0,0,1
H01026,902,3,1,1,0,0,0,0.12,8.06,24,3.62,3.4,6.06,1,1.82,0.57,0.0,0,0,0,21.4,80.9,8,0,0,1,22.28,6.68,0,0,0,0,0,0,0,0,0,0,1,17.59,3.3994999999999997,19.50110864745011,3.5100000000000016,1.0,5,0.12,0,0,1,0,1,0,0,0
H01027,864,3,5,3,2,0,0,3.43,8.55,24,5.1,1.81,8.38,1,0.64,0.38,0.02,1,0,1,27.5,22.2,3,0,0,1,25.39,20.39,0,0,1,0,0,0,0,0,1,0,0,19.929999999999996,7.38085,23.067129629629626,6.63,5.0,10,3.45,0,0,0,1,0,0,0,0
H01028,1847,6,2,1,1,0,1,0.0,5.45,24,5.28,10.17,7.85,0,0.99,0.48,0.26,0,0,0,23.8,52.1,2,1,0,0,19.07,8.16,1,0,1,0,0,0,1,0,0,0,0,22.63,3.3854499999999996,12.25230102869518,1.4700000000000006,3.0,3,0.0,0,0,1,0,0,0,0,1
H01029,890,3,4,2,2,0,0,5.61,9.08,24,6.03,4.25,6.92,1,0.0,0.42,1.0,0,0,0,26.3,33.8,8,0,0,0,20.21,17.12,0,0,0,0,0,0,0,0,0,0,0,26.390000000000004,12.458,29.651685393258433,4.630000000000001,4.0,7,0.0,0,0,0,1,0,1,0,0
H01030,879,2,3,1,2,0,1,0.37,6.21,24,5.26,5.99,8.88,1,1.05,0.46,0.0,0,0,0,23.8,72.8,2,0,0,0,23.47,6.54,0,0,1,0,0,0,0,0,1,0,0,19.34,3.24565,22.002275312855517,3.54,3.9000000000000004,5,0.0,0,0,1,0,0,0,0,1
H01031,857,3,2,2,0,0,0,0.16,9.77,24,3.21,2.94,5.22,0,1.99,0.18,0.66,0,0,0,27.9,33.0,10,0,0,0,22.98,7.12,0,0,0,0,0,0,0,0,0,0,1,18.91,4.4986500000000005,22.065344224037343,5.829999999999999,2.0,6,0.0,0,0,0,1,1,0,0,0
H01032,834,3,2,2,0,0,0,6.71,6.9,24,6.07,5.11,5.73,1,1.18,0.37,0.0,1,0,0,37.4,52.8,4,1,0,1,26.54,23.87625,0,0,0,1,0,0,1,0,0,0,0,26.34,12.825099999999999,31.58273381294964,11.059999999999997,2.4,8,6.71,0,1,0,0,1,0,0,0
H01033,1015,2,3,3,0,0,0,3.06,9.43,24,2.9,5.34,6.16,1,0.29,0.15,0.28,0,0,0,35.2,65.8,4,0,1,0,28.78,10.65,0,0,0,1,0,1,0,0,0,0,0,21.45,6.86515,21.133004926108374,10.820000000000002,3.5999999999999996,7,0.0,0,1,0,0,0,1,0,0
H01034,1072,4,3,3,0,0,1,1.7,8.23,24,8.95,7.98,7.37,1,1.29,0.45,0.85,0,1,0,11.8,41.1,1,1,0,0,19.78,8.57,0,0,0,0,1,0,1,0,0,0,0,29.45,7.74855,27.472014925373134,8.03,4.5,7,0.0,0,0,0,0,0,0,0,1
H01035,709,3,3,1,2,0,0,1.62,7.59,24,4.12,1.28,7.21,1,0.72,0.45,0.81,0,0,0,24.9,68.0,9,0,0,1,18.71,10.09,0,0,0,0,0,0,0,0,0,1,0,16.59,6.1880500000000005,23.399153737658672,3.829999999999999,3.0,7,2.43,0,0,1,0,0,1,0,0
H01036,1296,4,3,2,1,0,0,5.08,8.96,24,2.81,2.32,11.44,0,1.1,0.34,0.65,0,1,0,37.8,65.0,6,0,0,0,21.45,11.89,1,0,0,1,0,1,0,0,0,0,0,21.26,11.2452,16.404320987654323,12.559999999999997,3.0,6,0.0,0,1,0,0,0,1,0,0
H01037,1047,3,2,1,1,0,1,0.0,7.23,24,5.19,6.31,4.46,1,1.03,0.26,1.65,0,0,1,12.7,74.5,1,0,0,0,24.57,9.57,0,0,0,0,1,0,0,0,0,0,1,21.67,5.824349999999999,20.69723018147087,8.96,2.6,4,0.0,0,0,0,0,0,0,0,1
H01038,2285,7,3,2,1,0,0,7.09,10.62,24,4.79,1.4,10.07,0,1.85,0.16,0.0,0,1,1,38.7,59.2,6,0,0,0,19.79,13.37,0,1,0,1,0,0,0,0,0,1,0,25.91,13.573999999999998,11.339168490153174,12.610000000000001,3.0,4,0.0,0,1,0,0,0,1,0,0
H01039,1563,5,4,2,2,0,1,1.32,3.01,24,8.85,8.43,9.42,0,0.96,0.31,0.99,0,0,0,23.8,57.4,3,1,0,1,20.53,11.48,1,0,1,0,0,0,1,0,0,0,0,23.869999999999997,6.66855,15.271912987843889,2.0000000000000004,6.0,6,2.31,0,0,1,0,0,0,1,0
H01040,1053,4,4,2,1,1,0,0.0,7.61,24,2.39,3.2,7.72,1,1.38,0.49,0.93,0,0,0,15.7,84.0,12,0,0,1,15.31,9.06,0,0,0,0,1,0,0,0,0,1,0,15.999999999999998,4.48475,15.194681861348528,7.8100000000000005,4.0,4,0.93,0,0,1,0,0,1,0,0
H01041,648,2,3,1,2,0,1,3.73,3.4,24,3.34,7.39,6.86,1,1.49,0.24,0.06,0,0,0,25.3,63.2,3,0,0,0,29.6,11.64,0,0,1,0,0,1,0,0,0,0,0,19.649999999999995,8.152899999999997,30.324074074074066,3.630000000000001,3.9000000000000004,7,0.0,0,0,0,1,0,0,0,1
H01042,2009,6,5,2,2,1,0,2.88,5.29,24,4.02,4.01,7.74,1,1.5,0.1,0.0,0,1,0,26.3,34.8,3,0,0,1,19.39,8.34,1,0,1,0,0,1,0,0,0,0,0,17.8,6.60435,8.860129417620707,4.530000000000001,5.0,5,2.88,0,0,0,1,0,0,0,0
H01043,2495,7,5,3,2,0,1,1.48,5.52,24,6.85,5.22,9.2,0,0.66,0.29,0.97,0,0,1,17.9,61.5,1,0,0,0,17.96,13.34,0,1,0,0,1,0,0,0,0,0,0,20.99,6.4152000000000005,8.412825651302605,4.020000000000001,6.5,6,0.0,0,0,1,0,0,0,1,0
H01044,1383,3,2,1,1,0,1,5.65,10.97,24,4.82,5.91,7.4,0,1.66,0.34,0.23,0,0,0,39.7,21.4,6,0,0,0,20.55,15.1,1,0,0,1,0,1,0,0,0,0,0,29.580000000000002,12.247349999999999,21.3882863340564,15.25,2.6,6,0.0,0,1,0,0,0,0,0,1
H01045,958,2,5,2,2,1,0,3.67,4.21,24,5.86,4.6,7.51,1,0.91,0.0,1.835,0,1,0,22.1,58.7,1,0,0,0,20.29,10.3,1,0,0,0,1,0,0,0,0,0,1,21.085,11.035250000000001,22.009394572025055,0.9400000000000013,5.0,6,0.0,0,0,1,0,0,0,0,0
H01046,785,3,3,1,2,0,1,5.33,10.48,24,8.21,6.38,7.12,1,0.63,0.57,0.31,0,0,0,38.3,41.1,4,1,0,0,24.39,16.24,0,0,0,1,0,0,0,1,0,0,0,31.91,11.761299999999999,40.64968152866242,12.299999999999997,4.5,7,0.0,0,1,0,0,0,0,0,1
H01047,1133,4,3,2,1,0,0,3.34,8.77,24,6.03,2.6,9.61,0,1.51,0.29,0.07,0,1,0,37.6,34.1,4,0,0,0,23.78,7.75,0,0,0,1,0,0,0,0,0,0,1,22.610000000000003,8.04725,19.955869373345102,12.51,3.0,6,0.0,0,1,0,0,0,1,0,0
H01048,1203,3,3,1,1,1,0,4.42,8.52,24,2.83,1.85,8.73,1,1.49,0.36,0.0,0,0,0,39.4,43.0,4,0,0,0,22.1,12.36,0,0,0,1,0,0,0,0,0,1,0,19.47,9.2125,16.18453865336658,12.879999999999997,3.0,5,0.0,0,1,0,0,0,1,0,0
H01049,1506,4,2,1,1,0,1,0.94,4.43,24,6.41,5.32,9.21,0,1.29,0.34,1.42,0,1,1,13.3,39.8,12,1,0,1,25.92,7.91,1,0,0,0,1,0,0,1,0,0,0,20.15,6.91795,13.379814077025232,7.109999999999999,3.0,6,2.36,0,0,0,0,0,0,0,1
H01050,2527,7,3,3,0,0,0,2.36,5.08,24,4.79,2.41,5.38,1,0.37,0.7,0.0,0,0,0,22.8,71.2,10,1,0,0,23.22,11.36,0,1,0,0,0,0,0,1,0,0,0,15.709999999999999,5.6621,6.216857934309457,2.680000000000001,3.5999999999999996,5,0.0,0,0,1,0,0,1,0,0
H01051,944,3,3,2,0,1,0,0.0,6.04,24,3.14,1.8,8.18,1,0.79,0.43,1.11,0,0,1,19.3,71.8,11,0,0,0,22.66,7.92,1,0,0,0,1,0,0,0,0,0,1,13.309999999999999,4.2035,14.09957627118644,4.069999999999999,3.0,4,0.0,0,0,1,0,0,1,0,0
H01052,1707,4,4,1,2,1,0,0.0,8.51,24,5.94,1.95,7.41,1,1.03,0.32,1.53,0,0,0,17.8,53.9,1,0,0,1,23.42,9.53,0,1,0,0,1,0,0,0,0,1,0,19.28,5.5657499999999995,11.294669009958993,3.329999999999999,4.0,4,1.53,0,0,1,0,0,1,0,0
H01053,1932,5,2,1,1,0,1,1.68,2.83,24,6.07,4.53,5.04,1,0.9,0.36,0.0,1,1,0,23.3,42.6,10,0,0,0,21.21,10.75,0,1,0,0,0,0,0,0,0,0,1,16.369999999999997,4.718050000000001,8.473084886128364,1.6500000000000004,2.6,8,0.0,0,0,1,0,0,0,0,1
H01054,1863,6,4,3,1,0,1,0.04,9.58,24,4.85,10.3,7.22,1,0.97,0.28,0.36,0,1,0,23.8,53.7,7,0,0,1,27.17,6.43,1,0,0,0,0,0,0,0,0,1,0,26.38,3.665,14.159957058507782,1.6300000000000008,5.2,7,0.39999999999999997,0,0,1,0,0,0,1,0
H01055,1517,5,3,2,0,1,1,1.48,8.6,24,4.68,8.94,7.95,1,1.11,0.31,1.36,0,0,0,15.9,54.7,1,0,0,1,24.24,13.01,1,0,0,0,1,0,0,0,0,0,0,26.479999999999997,7.793900000000001,17.455504284772573,4.74,3.9000000000000004,7,2.84,0,0,1,0,0,0,0,1
H01056,2565,7,4,3,1,0,0,1.88,7.73,24,3.66,4.82,9.99,1,2.01,0.1,0.34,0,0,0,29.6,93.4,3,0,1,0,17.87,15.97,0,1,1,0,0,0,0,0,1,0,0,20.540000000000003,6.36245,8.007797270955168,9.66,4.8,7,0.0,0,0,0,1,0,1,0,0
H01057,1438,5,4,1,2,1,0,0.0,5.78,24,5.72,4.79,8.49,1,1.88,0.54,1.02,0,0,0,25.9,71.4,8,1,1,1,18.01,11.27,1,0,0,0,0,0,0,1,0,0,0,19.729999999999997,5.3909,13.720445062586924,4.869999999999999,5.6,4,1.02,0,0,0,1,0,1,0,0
H01058,617,2,2,2,0,0,1,4.63,7.19,24,6.66,8.84,6.22,0,0.98,0.28,0.13,0,0,0,25.7,55.3,7,1,0,0,19.47,13.06,0,0,0,0,0,0,0,1,0,0,0,28.71,10.01165,46.53160453808752,3.119999999999999,3.0,6,0.0,0,0,0,1,0,0,0,1
H01059,2334,7,5,3,2,0,0,1.54,8.45,24,5.0,1.7,10.03,1,0.66,0.23,0.0,0,0,0,24.9,64.4,7,1,0,0,20.57,11.49,0,1,0,0,0,0,1,0,0,0,0,17.58,4.31675,7.532133676092545,3.4699999999999998,6.0,5,0.0,0,0,1,0,0,0,0,0
H01060,2180,7,2,2,0,0,0,3.88,8.2,24,3.87,6.23,6.11,1,0.99,0.08,0.05,1,0,0,28.7,52.4,9,0,0,0,17.36,21.28,1,0,0,0,0,1,0,0,0,0,0,23.299999999999997,8.1343,10.688073394495412,4.93,2.0,10,0.0,0,0,0,1,1,0,0,0
